station_abbr;reference_timestamp;tre200s0;tre005s0;tresurs0;xchills0;ure200s0;tde200s0;pva200s0;prestas0;pp0qnhs0;pp0qffs0;ppz850s0;ppz700s0;fkl010z1;fve010z0;fkl010z0;dkl010z0;wcc006s0;fu3010z0;fkl010z3;fu3010z1;fu3010z3;rre150z0;htoauts0;gre000z0;ods000z0;oli000z0;olo000z0;osr000z0;sre000z0
CHZ;21.01.2025 17:30;-0.8;;;-3.1;99.4;-0.9;5.7;964.6;1016.9;1019.3;;;2.7;1.8;1.8;290;;6.5;2.4;9.7;8.6;0;0;4;;;;;0
CHZ;21.01.2025 17:40;-0.7;;;-3;99.4;-0.8;5.8;964.6;1016.9;1019.3;;;2.7;1.8;1.8;285;;6.5;2.6;9.7;9.4;0;0;5;;;;;0
CHZ;21.01.2025 17:50;-0.8;;;-3.4;99.4;-0.9;5.7;964.7;1017;1019.4;;;2.6;1.9;2;306;;7.2;2.5;9.4;9;0;0;4;;;;;0
CHZ;21.01.2025 18:00;-0.8;;;-3.4;99.4;-0.9;5.7;964.6;1016.9;1019.3;;;2.9;1.9;2;314;;7.2;2.8;10.4;10.1;0;0;4;;;;;0
CHZ;21.01.2025 18:10;-0.8;;;-0.8;99.4;-0.9;5.7;964.5;1016.8;1019.2;;;2;1;1;341;;3.6;1.9;7.2;6.8;0;0;4;;;;;0
CHZ;21.01.2025 18:20;-0.7;;;-0.7;99.4;-0.8;5.8;964.5;1016.8;1019.2;;;1.5;0.8;0.8;315;;2.9;1.4;5.4;5;0;0;5;;;;;0
CHZ;21.01.2025 18:30;-0.6;;;-0.6;99.4;-0.7;5.8;964.3;1016.6;1019;;;2.2;1.1;1.2;7;;4.3;2;7.9;7.2;0;0;5;;;;;0
CHZ;21.01.2025 18:40;-0.6;;;-2.5;99.4;-0.7;5.8;964.3;1016.6;1019;;;2.4;1.5;1.5;10;;5.4;2.3;8.6;8.3;0;0;5;;;;;0
CHZ;21.01.2025 18:50;-0.8;;;-0.8;99.4;-0.9;5.7;964.3;1016.6;1019;;;2.1;1.1;1.1;359;;4;1.9;7.6;6.8;0;0;5;;;;;0
CHZ;21.01.2025 19:00;-1;;;-1;99.4;-1.1;5.6;964.3;1016.6;1019.1;;;2.2;1;1.1;350;;4;2.1;7.9;7.6;0;0;4;;;;;0
CHZ;21.01.2025 19:10;-1;;;-1;99.4;-1.1;5.6;964.2;1016.5;1018.9;;;1.7;0.6;0.8;347;;2.9;1.6;6.1;5.8;0;0;5;;;;;0
CHZ;21.01.2025 19:20;-1.1;;;-1.1;99.4;-1.2;5.6;964.2;1016.5;1019;;;2.2;0.7;0.9;326;;3.2;2.1;7.9;7.6;0;0;5;;;;;0
CHZ;21.01.2025 19:30;-1.2;;;-1.2;99.4;-1.3;5.6;964.2;1016.5;1019;;;2;0.7;1;321;;3.6;1.9;7.2;6.8;0;0;5;;;;;0
CHZ;21.01.2025 19:40;-1.3;;;-3.3;99.4;-1.4;5.5;964.2;1016.5;1019;;;2.2;1.4;1.5;299;;5.4;2.2;7.9;7.9;0;0;5;;;;;0
CHZ;21.01.2025 19:50;-1.3;;;-3.9;99.4;-1.4;5.5;964.1;1016.4;1018.9;;;2.5;1.9;1.9;302;;6.8;2.5;9;9;0;0;4;;;;;0
CHZ;21.01.2025 20:00;-1.3;;;-4.1;99.4;-1.4;5.5;964.2;1016.5;1019;;;3;2.1;2.1;281;;7.6;2.8;10.8;10.1;0;0;4;;;;;0
CHZ;21.01.2025 20:10;-1.4;;;-4.4;99.4;-1.5;5.5;964.3;1016.6;1019.1;;;2.7;2.2;2.2;285;;7.9;2.6;9.7;9.4;0;0;4;;;;;0
CHZ;21.01.2025 20:20;-1.5;;;-4.3;99.4;-1.6;5.4;964.3;1016.6;1019.2;;;2.7;2.1;2.1;286;;7.6;2.6;9.7;9.4;0;0;4;;;;;0
CHZ;21.01.2025 20:30;-1.5;;;-4.5;99.4;-1.6;5.4;964.3;1016.6;1019.2;;;3;2.2;2.2;272;;7.9;2.9;10.8;10.4;0;0;4;;;;;0
CHZ;21.01.2025 20:40;-1.6;;;-4.3;99.4;-1.7;5.4;964.3;1016.6;1019.2;;;2.6;1.9;2;278;;7.2;2.5;9.4;9;0;0;4;;;;;0
CHZ;21.01.2025 20:50;-1.6;;;-4.2;99.4;-1.7;5.4;964.3;1016.6;1019.2;;;2.7;1.9;1.9;298;;6.8;2.6;9.7;9.4;0;0;4;;;;;0
CHZ;21.01.2025 21:00;-1.7;;;-4.2;99.4;-1.8;5.4;964.2;1016.5;1019.1;;;2.5;1.8;1.8;287;;6.5;2.3;9;8.3;0;0;4;;;;;0
CHZ;21.01.2025 21:10;-1.7;;;-4.5;99.4;-1.8;5.4;964.2;1016.5;1019.1;;;2.6;2;2;293;;7.2;2.5;9.4;9;0;0;4;;;;;0
CHZ;21.01.2025 21:20;-1.8;;;-4.7;99.4;-1.9;5.3;964.2;1016.5;1019.1;;;2.6;2;2.1;310;;7.6;2.5;9.4;9;0;0;4;;;;;0
CHZ;21.01.2025 21:30;-1.8;;;-4;99.4;-1.9;5.3;963.9;1016.2;1018.8;;;2.2;1.6;1.6;335;;5.8;2.1;7.9;7.6;0;0;3;;;;;0
CHZ;21.01.2025 21:40;-1.7;;;-1.7;99.4;-1.8;5.4;963.7;1016;1018.6;;;1.8;1;1;3;;3.6;1.6;6.5;5.8;0;0;5;;;;;0
CHZ;21.01.2025 21:50;-1.6;;;-1.6;99.4;-1.7;5.4;963.5;1015.7;1018.3;;;1.5;0.7;0.8;347;;2.9;1.5;5.4;5.4;0;0;5;;;;;0
CHZ;21.01.2025 22:00;-1.7;;;-3.5;99.4;-1.8;5.4;963.4;1015.6;1018.2;;;2.2;1.4;1.4;308;;5;2.1;7.9;7.6;0;0;4;;;;;0
CHZ;21.01.2025 22:10;-1.6;;;-1.6;99.4;-1.7;5.4;963.4;1015.6;1018.2;;;2;1.3;1.3;316;;4.7;1.9;7.2;6.8;0;0;4;;;;;0
CHZ;21.01.2025 22:20;-1.6;;;-1.6;99.4;-1.7;5.4;963.4;1015.6;1018.2;;;2;0.9;1.1;335;;4;2;7.2;7.2;0;0;4;;;;;0
CHZ;21.01.2025 22:30;-1.6;;;-1.6;99.4;-1.7;5.4;963.3;1015.5;1018.1;;;1.9;1;1.1;359;;4;1.8;6.8;6.5;0;0;5;;;;;0
CHZ;21.01.2025 22:40;-1.6;;;-1.6;99.4;-1.7;5.4;963.2;1015.4;1018;;;2.4;0.9;0.9;354;;3.2;2.3;8.6;8.3;0;0;5;;;;;0
CHZ;21.01.2025 22:50;-1.6;;;-1.6;99.4;-1.7;5.4;963.2;1015.4;1018;;;2.2;1;1.1;47;;4;2;7.9;7.2;0;0;5;;;;;0
CHZ;21.01.2025 23:00;-1.8;;;-1.8;99.4;-1.9;5.3;963.1;1015.3;1018;;;1.9;0.5;0.7;102;;2.5;1.8;6.8;6.5;0;0;5;;;;;0
CHZ;21.01.2025 23:10;-1.8;;;-1.8;99.4;-1.9;5.3;963.1;1015.3;1018;;;0.9;0.1;0.3;110;;1.1;0.9;3.2;3.2;0;0;5;;;;;0
CHZ;21.01.2025 23:20;-1.7;;;-1.7;99.4;-1.8;5.4;963.1;1015.3;1017.9;;;1.7;0.7;0.8;2;;2.9;1.7;6.1;6.1;0;0;5;;;;;0
CHZ;21.01.2025 23:30;-1.8;;;-1.8;99.4;-1.9;5.3;963.1;1015.3;1018;;;2.3;1.3;1.3;321;;4.7;2.2;8.3;7.9;0;0;4;;;;;0
CHZ;21.01.2025 23:40;-1.9;;;-1.9;99.4;-2;5.3;963;1015.2;1017.9;;;2.1;1;1.2;333;;4.3;1.9;7.6;6.8;0;0;4;;;;;0
CHZ;21.01.2025 23:50;-1.9;;;-1.9;99.4;-2;5.3;962.9;1015.1;1017.8;;;1.9;0.8;1;1;;3.6;1.8;6.8;6.5;0;0;5;;;;;0
CHZ;22.01.2025 00:00;-1.9;;;-1.9;99.4;-2;5.3;963;1015.2;1017.9;;;2.2;1.1;1.2;329;;4.3;2.1;7.9;7.6;0;0;4;;;;;0
CHZ;22.01.2025 00:10;-2;;;-3.9;99.4;-2.1;5.2;962.9;1015.1;1017.8;;;2.1;1.3;1.4;29;;5;2.1;7.6;7.6;0;0;5;;;;;0
CHZ;22.01.2025 00:20;-2;;;-4.4;99.4;-2.1;5.2;962.8;1015;1017.7;;;3;1.6;1.7;16;;6.1;2.9;10.8;10.4;0;0;4;;;;;0
CHZ;22.01.2025 00:30;-2.1;;;-4;99.4;-2.2;5.2;962.8;1015;1017.7;;;2.6;1.3;1.4;18;;5;2.4;9.4;8.6;0;0;4;;;;;0
CHZ;22.01.2025 00:40;-2;;;-2;99.4;-2.1;5.2;962.7;1014.9;1017.6;;;2.7;1.1;1.2;14;;4.3;2.5;9.7;9;0;0;5;;;;;0
CHZ;22.01.2025 00:50;-2;;;-4.1;99.4;-2.1;5.2;962.5;1014.7;1017.4;;;2.8;1.5;1.5;15;;5.4;2.7;10.1;9.7;0;0;4;;;;;0
CHZ;22.01.2025 01:00;-2;;;-3.9;99.4;-2.1;5.2;962.4;1014.6;1017.3;;;2.6;1.3;1.4;14;;5;2.4;9.4;8.6;0;0;4;;;;;0
CHZ;22.01.2025 01:10;-2;;;-2;99.4;-2.1;5.2;962.6;1014.8;1017.5;;;2;1;1.1;353;;4;1.9;7.2;6.8;0;0;4;;;;;0
CHZ;22.01.2025 01:20;-2;;;-4.2;99.4;-2.1;5.2;962.5;1014.7;1017.4;;;2.3;1.6;1.6;29;;5.8;2.2;8.3;7.9;0;0;4;;;;;0
CHZ;22.01.2025 01:30;-1.9;;;-1.9;99.4;-2;5.3;962.6;1014.8;1017.4;;;1.7;1;1;10;;3.6;1.6;6.1;5.8;0;0;5;;;;;0
CHZ;22.01.2025 01:40;-1.9;;;-1.9;99.4;-2;5.3;962.6;1014.8;1017.4;;;1.9;1.1;1.2;5;;4.3;1.9;6.8;6.8;0;0;5;;;;;0
CHZ;22.01.2025 01:50;-1.9;;;-3.9;99.4;-2;5.3;962.6;1014.8;1017.4;;;2.4;1.4;1.5;23;;5.4;2.3;8.6;8.3;0;0;4;;;;;0
CHZ;22.01.2025 02:00;-1.9;;;-1.9;99.4;-2;5.3;962.7;1014.9;1017.6;;;1.6;0.8;0.9;7;;3.2;1.5;5.8;5.4;0;0;5;;;;;0
CHZ;22.01.2025 02:10;-1.8;;;-3.7;99.4;-1.9;5.3;962.6;1014.8;1017.4;;;2.3;1.3;1.4;29;;5;2.2;8.3;7.9;0;0;4;;;;;0
CHZ;22.01.2025 02:20;-1.8;;;-1.8;99.4;-1.9;5.3;962.6;1014.8;1017.4;;;2;1;1.2;16;;4.3;1.9;7.2;6.8;0;0;4;;;;;0
CHZ;22.01.2025 02:30;-1.8;;;-1.8;99.4;-1.9;5.3;962.3;1014.5;1017.1;;;1.9;1.1;1.2;20;;4.3;1.9;6.8;6.8;0;0;4;;;;;0
CHZ;22.01.2025 02:40;-1.7;;;-1.7;99.4;-1.8;5.4;962.3;1014.5;1017.1;;;1.2;0.7;0.8;318;;2.9;1.2;4.3;4.3;0;0;5;;;;;0
CHZ;22.01.2025 02:50;-1.7;;;-1.7;99.4;-1.8;5.4;962.2;1014.4;1017;;;1.1;0.6;0.6;308;;2.2;1;4;3.6;0;0;4;;;;;0
CHZ;22.01.2025 03:00;-1.7;;;-1.7;99.4;-1.8;5.4;962.1;1014.3;1016.9;;;0.9;0.4;0.4;304;;1.4;0.9;3.2;3.2;0;0;5;;;;;0
CHZ;22.01.2025 03:10;-1.6;;;-1.6;99.4;-1.7;5.4;961.9;1014.1;1016.6;;;1.4;0.6;0.7;335;;2.5;1.3;5;4.7;0;0;4;;;;;0
CHZ;22.01.2025 03:20;-1.6;;;-3.4;99.4;-1.7;5.4;961.8;1014;1016.5;;;2;1.3;1.4;45;;5;1.9;7.2;6.8;0;0;5;;;;;0
CHZ;22.01.2025 03:30;-1.5;;;-1.5;99.4;-1.6;5.4;961.6;1013.8;1016.3;;;2.3;0.9;1;32;;3.6;2.2;8.3;7.9;0;0;5;;;;;0
CHZ;22.01.2025 03:40;-1.5;;;-3.8;99.4;-1.6;5.4;961.5;1013.7;1016.2;;;2.4;1.7;1.7;62;;6.1;2.3;8.6;8.3;0;0;4;;;;;0
CHZ;22.01.2025 03:50;-1.5;;;-3.5;99.4;-1.6;5.4;961.4;1013.6;1016.1;;;2.4;1.5;1.5;53;;5.4;2.3;8.6;8.3;0;0;4;;;;;0
CHZ;22.01.2025 04:00;-1.5;;;-1.5;99.4;-1.6;5.4;961.4;1013.6;1016.1;;;1.8;1.1;1.2;31;;4.3;1.6;6.5;5.8;0;0;5;;;;;0
CHZ;22.01.2025 04:10;-1.5;;;-1.5;99.4;-1.6;5.4;961.2;1013.3;1015.9;;;2.1;1.2;1.2;36;;4.3;2;7.6;7.2;0;0;5;;;;;0
CHZ;22.01.2025 04:20;-1.5;;;-1.5;99.4;-1.6;5.4;961.1;1013.2;1015.8;;;1.7;0.7;0.8;34;;2.9;1.6;6.1;5.8;0;0;5;;;;;0
CHZ;22.01.2025 04:30;-1.5;;;-1.5;99.4;-1.6;5.4;960.9;1013;1015.6;;;1.5;0.9;0.9;346;;3.2;1.4;5.4;5;0;0;4;;;;;0
CHZ;22.01.2025 04:40;-1.5;;;-1.5;99.4;-1.6;5.4;960.7;1012.8;1015.4;;;2;1.1;1.1;346;;4;1.9;7.2;6.8;0;0;4;;;;;0
CHZ;22.01.2025 04:50;-1.6;;;-4.2;99.4;-1.7;5.4;960.8;1012.9;1015.5;;;2.4;1.9;1.9;317;;6.8;2.4;8.6;8.6;0;0;3;;;;;0
CHZ;22.01.2025 05:00;-1.6;;;-4.3;99.4;-1.7;5.4;960.8;1012.9;1015.5;;;3.3;1.9;2;334;;7.2;3.2;11.9;11.5;0;0;3;;;;;0
CHZ;22.01.2025 05:10;-1.6;;;-3.4;99.4;-1.7;5.4;960.7;1012.8;1015.4;;;2.4;1.4;1.4;360;;5;2.2;8.6;7.9;0;0;4;;;;;0
CHZ;22.01.2025 05:20;-1.7;;;-3.9;99.4;-1.8;5.4;960.7;1012.8;1015.4;;;2.7;1.5;1.6;348;;5.8;2.6;9.7;9.4;0;0;4;;;;;0
CHZ;22.01.2025 05:30;-1.8;;;-4.1;99.4;-1.9;5.3;960.8;1012.9;1015.5;;;3.3;1.5;1.7;339;;6.1;3.2;11.9;11.5;0;0;4;;;;;0
CHZ;22.01.2025 05:40;-1.7;;;-1.7;99.4;-1.8;5.4;960.8;1012.9;1015.5;;;2.4;1;1;332;;3.6;2.4;8.6;8.6;0;0;4;;;;;0
CHZ;22.01.2025 05:50;-1.7;;;-4.2;99.4;-1.8;5.4;960.8;1012.9;1015.5;;;3;1.5;1.8;345;;6.5;2.9;10.8;10.4;0;0;4;;;;;0
CHZ;22.01.2025 06:00;-1.8;;;-1.8;99.4;-1.9;5.3;960.7;1012.8;1015.4;;;2.8;1.1;1.2;353;;4.3;2.8;10.1;10.1;0;0;4;;;;;0
CHZ;22.01.2025 06:10;-1.8;;;-4.3;99.4;-1.9;5.3;960.6;1012.7;1015.3;;;3.1;1.7;1.8;326;;6.5;3;11.2;10.8;0;0;4;;;;;0
CHZ;22.01.2025 06:20;-1.8;;;-4.8;99.4;-1.9;5.3;960.6;1012.7;1015.3;;;3.3;2.1;2.2;315;;7.9;3.2;11.9;11.5;0;0;3;;;;;0
CHZ;22.01.2025 06:30;-1.8;;;-1.8;99.4;-1.9;5.3;960.4;1012.5;1015.1;;;1.9;0.8;0.9;355;;3.2;1.7;6.8;6.1;0;0;4;;;;;0
CHZ;22.01.2025 06:40;-1.8;;;-1.8;99.4;-1.9;5.3;960.4;1012.5;1015.1;;;2;1.1;1.1;330;;4;1.9;7.2;6.8;0;0;4;;;;;0
CHZ;22.01.2025 06:50;-1.8;;;-4.3;99.4;-1.9;5.3;960.5;1012.6;1015.2;;;2.5;1.8;1.8;308;;6.5;2.3;9;8.3;0;0;4;;;;;0
CHZ;22.01.2025 07:00;-1.8;;;-1.8;99.4;-1.9;5.3;960.3;1012.4;1015;;;1.5;0.6;0.7;347;;2.5;1.5;5.4;5.4;0;0;5;;;;;0
CHZ;22.01.2025 07:10;-1.8;;;-1.8;99.4;-1.9;5.3;960.3;1012.4;1015;;;1.6;0.8;0.9;7;;3.2;1.5;5.8;5.4;0;0;7;;;;;0
CHZ;22.01.2025 07:20;-1.9;;;-1.9;99.4;-2;5.3;960.2;1012.3;1014.9;;;1.5;0.9;1;317;;3.6;1.5;5.4;5.4;0;0;10;;;;;0
CHZ;22.01.2025 07:30;-1.9;;;-4.6;99.4;-2;5.3;960.2;1012.3;1014.9;;;2.9;1.8;1.9;303;;6.8;2.8;10.4;10.1;0;0;13;;;;;0
CHZ;22.01.2025 07:40;-1.9;;;-4.9;99.4;-2;5.3;960.3;1012.4;1015;;;3.1;2.2;2.2;304;;7.9;3;11.2;10.8;0;0;16;;;;;0
CHZ;22.01.2025 07:50;-2;;;-5.2;99.4;-2.1;5.2;960.3;1012.4;1015;;;3.7;2.3;2.3;314;;8.3;3.5;13.3;12.6;0;0;18;;;;;0
CHZ;22.01.2025 08:00;-2;;;-5.3;99.4;-2.1;5.2;960.5;1012.6;1015.2;;;3.4;2.4;2.4;309;;8.6;3.2;12.2;11.5;0;0;20;;;;;0
CHZ;22.01.2025 08:10;-2;;;-2;99.4;-2.1;5.2;960.6;1012.7;1015.4;;;3;1.2;1.3;330;;4.7;2.7;10.8;9.7;0;0;24;;;;;0
CHZ;22.01.2025 08:20;-1.9;;;-1.9;99.4;-2;5.3;960.5;1012.6;1015.2;;;2.4;0.8;1.2;346;;4.3;2.2;8.6;7.9;0;;34;;;;;0
CHZ;22.01.2025 08:30;-1.9;;;-1.9;99.4;-2;5.3;960.4;1012.5;1015.1;;;1.9;1.1;1.2;4;;4.3;1.8;6.8;6.5;0;0;42;;;;;0
CHZ;22.01.2025 08:40;-1.9;;;-1.9;99.4;-2;5.3;960.4;1012.5;1015.1;;;2.5;1;1;320;;3.6;2.3;9;8.3;0;0;32;;;;;0
CHZ;22.01.2025 08:50;-1.8;;;-1.8;99.4;-1.9;5.3;960.5;1012.6;1015.2;;;2.1;0.5;0.8;298;;2.9;2;7.6;7.2;0;;31;;;;;0
CHZ;22.01.2025 09:00;-1.7;;;-1.7;99.4;-1.8;5.4;960.7;1012.8;1015.4;;;1.7;0.5;0.7;254;;2.5;1.6;6.1;5.8;0;0;32;;;;;0
CHZ;22.01.2025 09:10;-1.7;;;-1.7;99.4;-1.8;5.4;960.9;1013;1015.6;;;1.7;0.9;1;205;;3.6;1.6;6.1;5.8;0;0;32;;;;;0
CHZ;22.01.2025 09:20;-1.6;;;-1.6;99.4;-1.7;5.4;960.9;1013;1015.6;;;1.5;0.9;0.9;148;;3.2;1.4;5.4;5;0;0;38;;;;;0
CHZ;22.01.2025 09:30;-1.5;;;-1.5;99.4;-1.6;5.4;961;1013.1;1015.7;;;1.4;0.9;1;149;;3.6;1.4;5;5;0;0;49;;;;;0
CHZ;22.01.2025 09:40;-1.4;;;-1.4;99.4;-1.5;5.5;961;1013.1;1015.6;;;2.2;1.2;1.2;144;;4.3;2.1;7.9;7.6;0;0;60;;;;;0
CHZ;22.01.2025 09:50;-1.3;;;-1.3;99.4;-1.4;5.5;960.9;1013;1015.5;;;1.4;0.8;0.9;142;;3.2;1.4;5;5;0;0;64;;;;;0
CHZ;22.01.2025 10:00;-1.1;;;-1.1;99.4;-1.2;5.6;960.8;1012.9;1015.4;;;1.6;0.7;0.7;63;;2.5;1.5;5.8;5.4;0;0;78;;;;;0
CHZ;22.01.2025 10:10;-0.9;;;-0.9;99.4;-1;5.7;960.5;1012.6;1015;;;1.9;1.2;1.2;31;;4.3;1.8;6.8;6.5;0;0;78;;;;;0
CHZ;22.01.2025 10:20;-0.9;;;-0.9;99.4;-1;5.7;960.4;1012.5;1014.9;;;1.2;0.4;0.6;41;;2.2;1.2;4.3;4.3;0;0;78;;;;;0
CHZ;22.01.2025 10:30;-0.9;;;-0.9;99.4;-1;5.7;960.3;1012.4;1014.8;;;1.5;0.8;0.9;312;;3.2;1.4;5.4;5;0;0;114;;;;;0
CHZ;22.01.2025 10:40;-0.7;;;-0.7;99.4;-0.8;5.8;960.1;1012.2;1014.6;;;1.2;0.3;0.4;349;;1.4;1.1;4.3;4;0;0;140;;;;;0
CHZ;22.01.2025 10:50;-0.6;;;-0.6;99.4;-0.7;5.8;960.1;1012.2;1014.5;;;2.1;1;1.1;324;;4;2;7.6;7.2;0;0;107;;;;;0
CHZ;22.01.2025 11:00;-0.5;;;-2.5;99.4;-0.6;5.9;960;1012.1;1014.4;;;2.7;1.5;1.6;271;;5.8;2.6;9.7;9.4;0;0;89;;;;;0
CHZ;22.01.2025 11:10;-0.6;;;-3.8;99.4;-0.7;5.8;959.9;1012;1014.3;;;3.8;2.5;2.5;268;;9;3.7;13.7;13.3;0;0;91;;;;;0
CHZ;22.01.2025 11:20;-0.7;;;-3.9;99.4;-0.8;5.8;959.9;1012;1014.3;;;3.7;2.5;2.5;279;;9;3.6;13.3;13;0;0;131;;;;;0
CHZ;22.01.2025 11:30;-0.6;;;-0.6;99.4;-0.7;5.8;960;1012.1;1014.4;;;1.8;0.5;0.9;327;;3.2;1.6;6.5;5.8;0;0;121;;;;;0
CHZ;22.01.2025 11:40;-0.5;;;-0.5;99.4;-0.6;5.9;959.9;1012;1014.3;;;2.2;0.9;1;51;;3.6;2.1;7.9;7.6;0;0;125;;;;;0
CHZ;22.01.2025 11:50;-0.3;;;-2.6;99.4;-0.4;5.9;959.6;1011.7;1013.9;;;3;1.8;1.8;96;;6.5;2.9;10.8;10.4;0;0;117;;;;;0
CHZ;22.01.2025 12:00;-0.2;;;-0.2;99.4;-0.3;6;959.3;1011.4;1013.6;;;2.3;1;1.2;72;;4.3;2.1;8.3;7.6;0;0;120;;;;;0
CHZ;22.01.2025 12:10;-0.2;;;-1.8;99.4;-0.3;6;959.2;1011.3;1013.5;;;2.3;1.4;1.4;35;;5;2.2;8.3;7.9;0;0;146;;;;;0
CHZ;22.01.2025 12:20;-0.1;;;-0.1;99.4;-0.2;6;959.2;1011.3;1013.5;;;1.6;0.5;0.6;350;;2.2;1.5;5.8;5.4;0;0;130;;;;;0
CHZ;22.01.2025 12:30;-0.1;;;-0.1;99.4;-0.2;6;959;1011;1013.3;;;1.7;0.5;0.6;44;;2.2;1.6;6.1;5.8;0;0;116;;;;;0
CHZ;22.01.2025 12:40;-0.1;;;-0.1;99.4;-0.2;6;958.8;1010.8;1013.1;;;1.8;0.4;0.8;339;;2.9;1.8;6.5;6.5;0;0;122;;;;;0
CHZ;22.01.2025 12:50;0;;;-1.6;99.4;-0.1;6.1;958.7;1010.7;1012.9;;;1.9;1.3;1.4;309;;5;1.8;6.8;6.5;0;0;112;;;;;0
CHZ;22.01.2025 13:00;0.8;;;0.8;99.4;0.7;6.4;958.6;1010.6;1012.7;;;1.5;1;1;317;;3.6;1.5;5.4;5.4;0;0;115;;;;;0
CHZ;22.01.2025 13:10;0.8;;;0.8;99.4;0.7;6.4;958.6;1010.6;1012.7;;;1.6;0.8;0.9;237;;3.2;1.6;5.8;5.8;0;0;115;;;;;0
CHZ;22.01.2025 13:20;0.4;;;0.4;99.4;0.3;6.2;958.5;1010.5;1012.6;;;1.6;0.6;0.7;183;;2.5;1.5;5.8;5.4;0;0;72;;;;;0
CHZ;22.01.2025 13:30;0.9;;;0.9;99.4;0.8;6.5;958.4;1010.4;1012.4;;;1.8;0.7;0.9;132;;3.2;1.7;6.5;6.1;0;0;83;;;;;0
CHZ;22.01.2025 13:40;1.3;;;1.3;99.4;1.2;6.7;958.2;1010.2;1012.1;;;2.6;1.1;1.1;94;;4;2.5;9.4;9;0;0;102;;;;;0
CHZ;22.01.2025 13:50;1.7;;;1.7;99.4;1.6;6.9;957.9;1009.9;1011.7;;;3;1.3;1.3;81;;4.7;2.8;10.8;10.1;0;0;84;;;;;0
CHZ;22.01.2025 14:00;1.7;;;1.7;99.3;1.6;6.9;957.9;1009.9;1011.7;;;1.2;0.5;0.7;147;;2.5;1.1;4.3;4;0;0;68;;;;;0
CHZ;22.01.2025 14:10;1.8;;;1.8;99.2;1.7;6.9;957.9;1009.9;1011.7;;;1.5;0.8;0.9;173;;3.2;1.3;5.4;4.7;0;0;65;;;;;0
CHZ;22.01.2025 14:20;1.8;;;1.8;99.2;1.7;6.9;957.7;1009.7;1011.5;;;0.9;0.2;0.4;129;;1.4;0.9;3.2;3.2;0;0;61;;;;;0
CHZ;22.01.2025 14:30;1.9;;;1.9;99.2;1.8;6.9;957.7;1009.7;1011.5;;;1.7;0.7;0.7;287;;2.5;1.6;6.1;5.8;0;0;54;;;;;0
CHZ;22.01.2025 14:40;1.9;;;0.1;99.2;1.8;6.9;957.7;1009.7;1011.5;;;2.4;1.6;1.7;304;;6.1;2.3;8.6;8.3;0;0;54;;;;;0
CHZ;22.01.2025 14:50;2;;;2;99.3;1.9;7;957.7;1009.7;1011.5;;;2.3;1.1;1.2;290;;4.3;2.2;8.3;7.9;0;0;50;;;;;0
CHZ;22.01.2025 15:00;1.8;;;1.8;99.3;1.7;6.9;957.7;1009.7;1011.5;;;1.6;0.6;0.7;56;;2.5;1.5;5.8;5.4;0;0;52;;;;;0
CHZ;22.01.2025 15:10;1.9;;;1.9;99.3;1.8;7;957.7;1009.7;1011.5;;;1.8;0.7;0.9;300;;3.2;1.6;6.5;5.8;0;0;40;;;;;0
CHZ;22.01.2025 15:20;2;;;2;99.3;1.9;7;957.6;1009.6;1011.3;;;1.1;0.5;0.5;43;;1.8;1;4;3.6;0;0;46;;;;;0
CHZ;22.01.2025 15:30;2;;;2;99.3;1.9;7;957.5;1009.5;1011.2;;;1.6;0.6;0.7;34;;2.5;1.5;5.8;5.4;0;0;39;;;;;0
CHZ;22.01.2025 15:40;2;;;2;99.3;1.9;7;957.4;1009.4;1011.1;;;0.8;0.4;0.4;93;;1.4;0.8;2.9;2.9;0;0;29;;;;;0
CHZ;22.01.2025 15:50;1.9;;;1.9;99.3;1.8;7;957.2;1009.2;1010.9;;;0.7;0.1;0.4;277;;1.4;0.6;2.5;2.2;0;0;25;;;;;0
CHZ;22.01.2025 16:00;1.8;;;1.8;99.3;1.7;6.9;957.1;1009.1;1010.9;;;1.3;0.6;0.7;8;;2.5;1.2;4.7;4.3;0;0;16;;;;;0
CHZ;22.01.2025 16:10;1.6;;;1.6;99.3;1.5;6.8;957.1;1009.1;1010.9;;;1.3;0.9;0.9;315;;3.2;1.3;4.7;4.7;0;0;12;;;;;0
CHZ;22.01.2025 16:20;1.7;;;1.7;99.3;1.6;6.9;957.2;1009.2;1011;;;2;1.1;1.1;289;;4;2;7.2;7.2;0;0;8;;;;;0
CHZ;22.01.2025 16:30;1.5;;;1.5;99.3;1.4;6.8;957.1;1009.1;1010.9;;;1.6;1;1;280;;3.6;1.6;5.8;5.8;0;0;6;;;;;0
CHZ;22.01.2025 16:40;1.4;;;1.4;99.3;1.3;6.7;957.1;1009.1;1010.9;;;1.3;0.6;0.6;256;;2.2;1.3;4.7;4.7;0;0;5;;;;;0
CHZ;22.01.2025 16:50;1.1;;;1.1;99.3;1;6.6;957.1;1009.1;1011;;;1.3;0.9;1;301;;3.6;1.3;4.7;4.7;0;0;5;;;;;0
CHZ;22.01.2025 17:00;1.1;;;1.1;99.3;1;6.6;957.1;1009.1;1011;;;1.3;1;1;291;;3.6;1.3;4.7;4.7;0;0;5;;;;;0
CHZ;22.01.2025 17:10;1;;;1;99.3;0.9;6.5;957.1;1009.1;1011;;;1.6;1;1;297;;3.6;1.6;5.8;5.8;0;0;5;;;;;0
