station_abbr;reference_timestamp;tre200s0;tre005s0;tresurs0;xchills0;ure200s0;tde200s0;pva200s0;prestas0;pp0qnhs0;pp0qffs0;ppz850s0;ppz700s0;fkl010z1;fve010z0;fkl010z0;dkl010z0;wcc006s0;fu3010z0;fkl010z3;fu3010z1;fu3010z3;rre150z0;htoauts0;gre000z0;ods000z0;oli000z0;olo000z0;osr000z0;sre000z0
CHZ;01.01.2025 00:00;-1.8;;;-3.8;99.4;-1.9;5.3;977.7;1030.6;1033.4;;;2.2;1.4;1.5;301;;5.4;2.1;7.9;7.6;0;0;4;;;;;0
CHZ;01.01.2025 00:10;-1.8;;;-1.8;99.4;-1.9;5.3;977.6;1030.5;1033.3;;;2.1;1.1;1.1;265;;4;2;7.6;7.2;0;0;5;;;;;0
CHZ;01.01.2025 00:20;-1.7;;;-1.7;99.4;-1.8;5.4;977.5;1030.4;1033.2;;;1.4;0.7;0.8;303;;2.9;1.3;5;4.7;0;0;5;;;;;0
CHZ;01.01.2025 00:30;-1.7;;;-3.7;99.4;-1.8;5.4;977.4;1030.3;1033;;;2;1.5;1.5;295;;5.4;2;7.2;7.2;0;0;4;;;;;0
CHZ;01.01.2025 00:40;-1.7;;;-1.7;99.4;-1.8;5.4;977.4;1030.3;1033;;;1.8;1.3;1.3;295;;4.7;1.7;6.5;6.1;0;0;4;;;;;0
CHZ;01.01.2025 00:50;-1.6;;;-1.6;99.4;-1.7;5.4;977.4;1030.3;1033;;;2;1.1;1.2;295;;4.3;1.8;7.2;6.5;0;0;4;;;;;0
CHZ;01.01.2025 01:00;-1.5;;;-1.5;99.4;-1.6;5.4;977.5;1030.4;1033.1;;;1.5;0.8;0.9;253;;3.2;1.4;5.4;5;0;0;5;;;;;0
CHZ;01.01.2025 01:10;-1.6;;;-1.6;99.4;-1.7;5.4;977.6;1030.5;1033.2;;;2;0.6;0.7;274;;2.5;1.6;7.2;5.8;0;0;4;;;;;0
CHZ;01.01.2025 01:20;-1.6;;;-1.6;99.4;-1.7;5.4;977.7;1030.6;1033.3;;;2.4;0.6;0.9;350;;3.2;2.2;8.6;7.9;0;0;5;;;;;0
CHZ;01.01.2025 01:30;-1.6;;;-1.6;99.4;-1.7;5.4;977.6;1030.5;1033.2;;;1.1;0.2;0.4;114;;1.4;1;4;3.6;0;0;5;;;;;0
CHZ;01.01.2025 01:40;-1.5;;;-1.5;99.4;-1.6;5.4;977.5;1030.4;1033.1;;;1.8;0.5;0.8;137;;2.9;1.6;6.5;5.8;0;0;5;;;;;0
CHZ;01.01.2025 01:50;-1.5;;;-1.5;99.4;-1.6;5.4;977.6;1030.5;1033.2;;;2.3;0.6;0.8;204;;2.9;2.2;8.3;7.9;0;0;5;;;;;0
CHZ;01.01.2025 02:00;-1.4;;;-1.4;99.4;-1.5;5.5;977.5;1030.4;1033.1;;;1.4;0.7;0.8;200;;2.9;1.4;5;5;0;0;5;;;;;0
CHZ;01.01.2025 02:10;-1.4;;;-1.4;99.4;-1.5;5.5;977.5;1030.4;1033.1;;;1.5;0.7;0.8;249;;2.9;1.3;5.4;4.7;0;0;5;;;;;0
CHZ;01.01.2025 02:20;-1.4;;;-1.4;99.4;-1.5;5.5;977.5;1030.4;1033.1;;;1.5;0.8;0.9;300;;3.2;1.4;5.4;5;0;0;5;;;;;0
CHZ;01.01.2025 02:30;-1.5;;;-3.9;99.4;-1.6;5.4;977.5;1030.4;1033.1;;;3.1;1.8;1.8;287;;6.5;2.9;11.2;10.4;0;0;4;;;;;0
CHZ;01.01.2025 02:40;-1.9;;;-4.8;99.4;-2;5.3;977.5;1030.4;1033.2;;;3;2.1;2.1;294;;7.6;2.6;10.8;9.4;0;0;3;;;;;0
CHZ;01.01.2025 02:50;-2.2;;;-5;99.4;-2.3;5.2;977.4;1030.3;1033.2;;;3.3;2;2;286;;7.2;2.9;11.9;10.4;0;0;3;;;;;0
CHZ;01.01.2025 03:00;-2.2;;;-2.2;99.4;-2.3;5.2;977.2;1030;1032.9;;;1.9;1.2;1.2;291;;4.3;1.9;6.8;6.8;0;0;4;;;;;0
CHZ;01.01.2025 03:10;-2.2;;;-2.2;99.4;-2.3;5.2;977.1;1029.9;1032.8;;;1.8;0.9;0.9;293;;3.2;1.6;6.5;5.8;0;0;4;;;;;0
CHZ;01.01.2025 03:20;-2;;;-2;99.4;-2.1;5.2;977;1029.8;1032.7;;;2;1.2;1.3;296;;4.7;2;7.2;7.2;0;0;4;;;;;0
CHZ;01.01.2025 03:30;-2.2;;;-5.6;99.4;-2.3;5.2;977.2;1030;1032.9;;;3.3;2.5;2.5;308;;9;3.2;11.9;11.5;0;0;3;;;;;0
CHZ;01.01.2025 03:40;-2.5;;;-6.2;99.4;-2.6;5.1;977.2;1030;1033;;;3.5;2.7;2.7;307;;9.7;3.4;12.6;12.2;0;0;3;;;;;0
CHZ;01.01.2025 03:50;-2.7;;;-6.2;99.4;-2.8;5;977.3;1030.1;1033.2;;;4;2.5;2.5;305;;9;3.8;14.4;13.7;0;0;3;;;;;0
CHZ;01.01.2025 04:00;-2.8;;;-5.7;99.4;-2.9;4.9;977.3;1030.1;1033.2;;;3;1.9;2;283;;7.2;2.7;10.8;9.7;0;0;4;;;;;0
CHZ;01.01.2025 04:10;-2.8;;;-5.1;99.4;-2.9;4.9;977.2;1030;1033.1;;;3;1.6;1.6;275;;5.8;2.8;10.8;10.1;0;0;4;;;;;0
CHZ;01.01.2025 04:20;-2.8;;;-5.1;99.4;-2.9;4.9;977.2;1030;1033.1;;;2.9;1.6;1.6;279;;5.8;2.7;10.4;9.7;0;0;4;;;;;0
CHZ;01.01.2025 04:30;-2.8;;;-5.3;99.4;-2.9;4.9;977.1;1029.9;1033;;;3.3;1.6;1.7;279;;6.1;3.1;11.9;11.2;0;0;4;;;;;0
CHZ;01.01.2025 04:40;-2.7;;;-2.7;99.4;-2.8;5;977.2;1030;1033.1;;;2.8;1.3;1.3;305;;4.7;2.7;10.1;9.7;0;0;4;;;;;0
CHZ;01.01.2025 04:50;-2.6;;;-2.6;99.4;-2.7;5;977.1;1029.9;1032.9;;;2.9;0.8;0.9;263;;3.2;2.7;10.4;9.7;0;0;5;;;;;0
CHZ;01.01.2025 05:00;-2.5;;;-2.5;99.4;-2.6;5.1;977;1029.8;1032.8;;;1.9;0.6;0.9;208;;3.2;1.8;6.8;6.5;0;0;5;;;;;0
CHZ;01.01.2025 05:10;-2.5;;;-2.5;99.4;-2.6;5.1;976.9;1029.7;1032.7;;;1.6;0.7;0.7;236;;2.5;1.5;5.8;5.4;0;0;5;;;;;0
CHZ;01.01.2025 05:20;-2.5;;;-2.5;99.4;-2.6;5.1;976.8;1029.6;1032.6;;;0.8;0.2;0.3;186;;1.1;0.7;2.9;2.5;0;0;5;;;;;0
CHZ;01.01.2025 05:30;-2.3;;;-2.3;99.4;-2.4;5.1;976.7;1029.5;1032.4;;;0.7;0.1;0.3;258;;1.1;0.7;2.5;2.5;0;0;5;;;;;0
CHZ;01.01.2025 05:40;-2.3;;;-2.3;99.4;-2.4;5.1;976.7;1029.5;1032.4;;;1.2;0.4;0.5;323;;1.8;1.1;4.3;4;0;0;5;;;;;0
CHZ;01.01.2025 05:50;-2.2;;;-2.2;99.4;-2.3;5.2;976.7;1029.5;1032.4;;;0.9;0.4;0.5;340;;1.8;0.8;3.2;2.9;0;0;5;;;;;0
CHZ;01.01.2025 06:00;-2.2;;;-2.2;99.4;-2.3;5.2;976.7;1029.5;1032.4;;;2.1;1;1;304;;3.6;1.9;7.6;6.8;0;0;5;;;;;0
CHZ;01.01.2025 06:10;-2.2;;;-2.2;99.4;-2.3;5.2;976.7;1029.5;1032.4;;;2.4;1.2;1.3;294;;4.7;2.3;8.6;8.3;0;0;4;;;;;0
CHZ;01.01.2025 06:20;-2.3;;;-4.2;99.4;-2.4;5.1;976.6;1029.4;1032.3;;;2.3;1.3;1.4;292;;5;2.2;8.3;7.9;0;0;4;;;;;0
CHZ;01.01.2025 06:30;-2.3;;;-2.3;99.4;-2.4;5.1;976.5;1029.3;1032.2;;;1.8;0.9;0.9;258;;3.2;1.6;6.5;5.8;0;0;5;;;;;0
CHZ;01.01.2025 06:40;-2.3;;;-2.3;99.4;-2.4;5.1;976.4;1029.2;1032.1;;;0.8;0.4;0.4;228;;1.4;0.7;2.9;2.5;0;0;5;;;;;0
CHZ;01.01.2025 06:50;-2;;;-2;99.4;-2.1;5.2;976.4;1029.2;1032.1;;;1.4;0.6;0.7;220;;2.5;1.4;5;5;0;0;5;;;;;0
CHZ;01.01.2025 07:00;-1.8;;;-1.8;99.4;-1.9;5.3;976.4;1029.2;1032;;;1.4;0.7;0.8;158;;2.9;1.3;5;4.7;0;0;6;;;;;0
CHZ;01.01.2025 07:10;-1.7;;;-1.7;99.4;-1.8;5.4;976.3;1029.1;1031.9;;;1.7;0.8;0.9;166;;3.2;1.5;6.1;5.4;0;0;7;;;;;0
CHZ;01.01.2025 07:20;-1.6;;;-1.6;99.4;-1.7;5.4;976.2;1029;1031.8;;;1.8;0.8;0.9;175;;3.2;1.7;6.5;6.1;0;0;8;;;;;0
CHZ;01.01.2025 07:30;-1.6;;;-1.6;99.4;-1.7;5.4;976.1;1028.9;1031.7;;;1.8;0.4;0.8;186;;2.9;1.6;6.5;5.8;0;0;11;;;;;0
CHZ;01.01.2025 07:40;-1.5;;;-1.5;99.4;-1.6;5.4;976.1;1028.9;1031.6;;;1.4;0.5;0.6;167;;2.2;1.4;5;5;0;0;15;;;;;0
CHZ;01.01.2025 07:50;-1.4;;;-1.4;99.4;-1.5;5.5;976.1;1028.9;1031.6;;;1.9;0.9;0.9;172;;3.2;1.8;6.8;6.5;0;0;23;;;;;0
CHZ;01.01.2025 08:00;-1.4;;;-1.4;99.4;-1.5;5.5;976;1028.8;1031.5;;;2.1;1.1;1.1;178;;4;2;7.6;7.2;0;0;26;;;;;0
CHZ;01.01.2025 08:10;-1.3;;;-1.3;99.4;-1.4;5.5;976;1028.8;1031.5;;;1.8;0.8;0.9;177;;3.2;1.7;6.5;6.1;0;0;36;;;;;0
CHZ;01.01.2025 08:20;-1.3;;;-1.3;99.4;-1.4;5.5;976;1028.8;1031.5;;;1.7;1.1;1.1;168;;4;1.7;6.1;6.1;0;0;40;;;;;0
CHZ;01.01.2025 08:30;-1.2;;;-1.2;99.4;-1.3;5.6;976;1028.8;1031.5;;;1.8;0.9;0.9;167;;3.2;1.7;6.5;6.1;0;0;50;;;;;0
CHZ;01.01.2025 08:40;-1.1;;;-1.1;99.4;-1.2;5.6;976.1;1028.9;1031.5;;;1.3;0.3;0.5;148;;1.8;1.1;4.7;4;0;0;53;;;;;0
CHZ;01.01.2025 08:50;-1.1;;;-1.1;99.4;-1.2;5.6;976.2;1029;1031.7;;;0.9;0.2;0.4;108;;1.4;0.8;3.2;2.9;0;0;52;;;;;0
CHZ;01.01.2025 09:00;-1;;;-1;99.4;-1.1;5.6;976.3;1029.1;1031.7;;;2.7;0.8;1;127;;3.6;2.6;9.7;9.4;0;0;60;;;;;0
CHZ;01.01.2025 09:10;-0.9;;;-0.9;99.4;-1;5.7;976.3;1029.1;1031.7;;;1.4;0.5;0.6;79;;2.2;1.2;5;4.3;0;0;69;;;;;0
CHZ;01.01.2025 09:20;-1;;;-1;99.4;-1.1;5.6;976.4;1029.2;1031.8;;;2.1;0.6;1.2;321;;4.3;1.9;7.6;6.8;0;0;65;;;;;0
CHZ;01.01.2025 09:30;-1.4;;;-1.4;99.4;-1.5;5.5;976.4;1029.2;1031.9;;;2.5;1.3;1.3;294;;4.7;2.3;9;8.3;0;0;79;;;;;0
CHZ;01.01.2025 09:40;-1.5;;;-3.6;99.4;-1.6;5.4;976.4;1029.2;1031.9;;;2.2;1.6;1.6;285;;5.8;2.1;7.9;7.6;0;0;93;;;;;0
CHZ;01.01.2025 09:50;-1.4;;;-1.4;99.4;-1.5;5.5;976.3;1029.1;1031.8;;;2;1.1;1.1;261;;4;1.9;7.2;6.8;0;0;123;;;;;0
CHZ;01.01.2025 10:00;-1.1;;;-1.1;99.4;-1.2;5.6;976.3;1029.1;1031.8;;;1.9;0.7;1;219;;3.6;1.8;6.8;6.5;0;0;117;;;;;0
CHZ;01.01.2025 10:10;-0.9;;;-0.9;99.4;-1;5.7;976.1;1028.9;1031.5;;;2.1;1.2;1.3;130;;4.7;2;7.6;7.2;0;0;116;;;;;0
CHZ;01.01.2025 10:20;-0.7;;;-3;99.4;-0.8;5.8;975.9;1028.7;1031.2;;;2.8;1.7;1.8;137;;6.5;2.7;10.1;9.7;0;0;122;;;;;0
CHZ;01.01.2025 10:30;-0.6;;;-2.8;99.4;-0.7;5.8;975.7;1028.5;1031;;;2.9;1.6;1.7;148;;6.1;2.8;10.4;10.1;0;0;124;;;;;0
CHZ;01.01.2025 10:40;-0.5;;;-0.5;99.4;-0.6;5.9;975.5;1028.3;1030.8;;;2.7;1.2;1.3;137;;4.7;2.6;9.7;9.4;0;0;124;;;;;0
CHZ;01.01.2025 10:50;-0.3;;;-2.6;99.4;-0.4;5.9;975.4;1028.2;1030.6;;;3.2;1.8;1.8;161;;6.5;3;11.5;10.8;0;0;133;;;;;0
CHZ;01.01.2025 11:00;-0.3;;;-2.6;99.4;-0.4;5.9;975.2;1028;1030.4;;;2.9;1.7;1.8;150;;6.5;2.8;10.4;10.1;0;0;131;;;;;0
CHZ;01.01.2025 11:10;-0.3;;;-0.3;99.4;-0.4;5.9;975;1027.7;1030.2;;;2.3;1;1.1;139;;4;2.3;8.3;8.3;0;0;136;;;;;0
CHZ;01.01.2025 11:20;-0.2;;;-0.2;99.4;-0.3;6;975;1027.7;1030.2;;;1.9;0.4;0.7;60;;2.5;1.7;6.8;6.1;0;0;123;;;;;0
CHZ;01.01.2025 11:30;-0.2;;;-0.2;99.4;-0.3;6;974.9;1027.6;1030.1;;;1.8;0.9;1;19;;3.6;1.8;6.5;6.5;0;0;127;;;;;0
CHZ;01.01.2025 11:40;-0.2;;;-0.2;99.4;-0.3;6;974.8;1027.5;1030;;;1.7;0.7;0.8;24;;2.9;1.6;6.1;5.8;0;0;128;;;;;0
CHZ;01.01.2025 11:50;-0.1;;;-0.1;99.4;-0.2;6;974.7;1027.4;1029.9;;;1.2;0.5;0.6;45;;2.2;1.1;4.3;4;0;0;145;;;;;0
CHZ;01.01.2025 12:00;-0.1;;;-0.1;99.4;-0.2;6;974.5;1027.2;1029.6;;;1.1;0.3;0.4;71;;1.4;0.9;4;3.2;0;0;152;;;;;0
CHZ;01.01.2025 12:10;-0.1;;;-0.1;99.4;-0.2;6;974.4;1027.1;1029.5;;;2.3;0.7;0.9;69;;3.2;2.1;8.3;7.6;0;0;184;;;;;0
CHZ;01.01.2025 12:20;-0.1;;;-0.1;99.4;-0.2;6;974.2;1026.9;1029.3;;;1.9;0.7;0.8;93;;2.9;1.8;6.8;6.5;0;0;169;;;;;0
CHZ;01.01.2025 12:30;-0.1;;;-0.1;99.4;-0.2;6;974.1;1026.8;1029.2;;;2.1;0.9;1.2;86;;4.3;2;7.6;7.2;0;0;161;;;;;0
CHZ;01.01.2025 12:40;0;;;0;99.4;-0.1;6.1;974;1026.7;1029.1;;;2.6;1;1.1;162;;4;2.5;9.4;9;0;0;119;;;;;0
CHZ;01.01.2025 12:50;0.1;;;0.1;99.4;0;6.1;973.8;1026.5;1028.9;;;2.7;1.2;1.3;150;;4.7;2.6;9.7;9.4;0;0;158;;;;;0
CHZ;01.01.2025 13:00;0.1;;;-1.7;99.4;0;6.1;973.6;1026.3;1028.6;;;2.7;1.3;1.5;140;;5.4;2.6;9.7;9.4;0;0;144;;;;;0
CHZ;01.01.2025 13:10;0.2;;;0.2;99.4;0.1;6.2;973.4;1026.1;1028.4;;;2.4;1.3;1.3;137;;4.7;2.2;8.6;7.9;0;0;165;;;;;0
CHZ;01.01.2025 13:20;0.4;;;-1.8;99.4;0.3;6.2;973.2;1025.9;1028.2;;;3.3;1.8;1.8;137;;6.5;3.1;11.9;11.2;0;0;191;;;;;0
CHZ;01.01.2025 13:30;0.7;;;-1;99.4;0.6;6.4;973;1025.7;1027.9;;;2.7;1.4;1.5;105;;5.4;2.5;9.7;9;0;0;215;;;;;1
CHZ;01.01.2025 13:40;0.8;;;-1;99.4;0.7;6.4;972.8;1025.5;1027.7;;;2.5;1.6;1.6;123;;5.8;2.5;9;9;0;0;157;;;;;0
CHZ;01.01.2025 13:50;0.7;;;-1.3;99.4;0.6;6.4;972.7;1025.3;1027.6;;;2.6;1.6;1.7;128;;6.1;2.6;9.4;9.4;0;0;148;;;;;0
CHZ;01.01.2025 14:00;0.8;;;-1.3;99.4;0.7;6.4;972.6;1025.2;1027.4;;;2.7;1.7;1.8;108;;6.5;2.5;9.7;9;0;0;147;;;;;0
CHZ;01.01.2025 14:10;0.9;;;-0.6;99.4;0.8;6.5;972.5;1025.1;1027.3;;;2.7;1.3;1.4;93;;5;2.4;9.7;8.6;0;0;153;;;;;0
CHZ;01.01.2025 14:20;1;;;-1.3;99.4;0.9;6.5;972.4;1025;1027.2;;;3.2;2;2;89;;7.2;2.9;11.5;10.4;0;0;147;;;;;0
CHZ;01.01.2025 14:30;1.1;;;-1.2;99.4;1;6.6;972.3;1024.9;1027.1;;;3;2;2;96;;7.2;2.8;10.8;10.1;0;0;164;;;;;8
CHZ;01.01.2025 14:40;1.2;;;-1;99.4;1.1;6.6;972.2;1024.8;1026.9;;;3.6;1.9;1.9;86;;6.8;3.2;13;11.5;0;0;150;;;;;10
CHZ;01.01.2025 14:50;1.2;;;-1;99.4;1.1;6.6;972.2;1024.8;1026.9;;;2.9;1.9;1.9;90;;6.8;2.7;10.4;9.7;0;0;130;;;;;10
CHZ;01.01.2025 15:00;1.5;;;-0.5;99.4;1.4;6.8;972.1;1024.7;1026.8;;;3.1;1.7;1.8;86;;6.5;2.7;11.2;9.7;0;0;110;;;;;10
CHZ;01.01.2025 15:10;1.6;;;-0.5;99.4;1.5;6.8;972;1024.6;1026.6;;;2.7;1.9;1.9;88;;6.8;2.6;9.7;9.4;0;0;89;;;;;10
CHZ;01.01.2025 15:20;1.7;;;-0.4;99.4;1.6;6.9;971.9;1024.5;1026.5;;;2.6;1.9;1.9;107;;6.8;2.4;9.4;8.6;0;0;68;;;;;10
CHZ;01.01.2025 15:30;1.9;;;-0.3;99.4;1.8;7;971.8;1024.4;1026.4;;;3.1;1.9;2;115;;7.2;3;11.2;10.8;0;0;46;;;;;9
CHZ;01.01.2025 15:40;1.9;;;1.9;99.4;1.8;7;971.9;1024.5;1026.5;;;2.2;1.2;1.2;99;;4.3;2;7.9;7.2;0;0;22;;;;;0
CHZ;01.01.2025 15:50;1.9;;;1.9;99.4;1.8;7;971.8;1024.4;1026.4;;;2.2;1.1;1.2;66;;4.3;2.1;7.9;7.6;0;0;13;;;;;0
CHZ;01.01.2025 16:00;1.5;;;-0.2;99.4;1.4;6.8;971.9;1024.5;1026.6;;;2.2;1.5;1.6;88;;5.8;2.1;7.9;7.6;0;0;12;;;;;0
CHZ;01.01.2025 16:10;1.5;;;-0.5;99.4;1.4;6.8;971.9;1024.5;1026.6;;;2.4;1.8;1.8;117;;6.5;2.3;8.6;8.3;0;0;9;;;;;0
CHZ;01.01.2025 16:20;1.3;;;1.3;99.4;1.2;6.7;971.9;1024.5;1026.6;;;2.2;1.2;1.3;107;;4.7;2.1;7.9;7.6;0;0;5;;;;;0
CHZ;01.01.2025 16:30;1.3;;;-0.8;99.4;1.2;6.7;971.8;1024.4;1026.5;;;3;1.7;1.9;105;;6.8;2.9;10.8;10.4;0;0;5;;;;;0
CHZ;01.01.2025 16:40;0.5;;;-1.5;99.4;0.4;6.3;971.8;1024.4;1026.7;;;2.4;1.7;1.7;94;;6.1;2.3;8.6;8.3;0;0;5;;;;;0
CHZ;01.01.2025 16:50;0.6;;;-1.6;99.4;0.5;6.3;971.7;1024.3;1026.5;;;2.5;1.9;1.9;95;;6.8;2.4;9;8.6;0;0;5;;;;;0
CHZ;01.01.2025 17:00;0.4;;;-2.2;99.3;0.3;6.2;971.7;1024.3;1026.6;;;3.7;2.2;2.2;93;;7.9;3.4;13.3;12.2;0;0;5;;;;;0
CHZ;01.01.2025 17:10;0;;;0;99.3;-0.1;6.1;971.7;1024.3;1026.7;;;2;1.1;1.1;84;;4;1.8;7.2;6.5;0;0;5;;;;;0
CHZ;01.01.2025 17:20;0.3;;;-1.3;99.3;0.2;6.2;971.7;1024.3;1026.6;;;2.5;1.4;1.4;89;;5;2.4;9;8.6;0;0;5;;;;;0
CHZ;01.01.2025 17:30;0.3;;;0.3;99.3;0.2;6.2;971.7;1024.3;1026.6;;;2.4;1.3;1.3;103;;4.7;2.3;8.6;8.3;0;0;5;;;;;0
CHZ;01.01.2025 17:40;0.4;;;-2.1;99.3;0.3;6.2;971.7;1024.3;1026.6;;;2.7;2.1;2.1;115;;7.6;2.6;9.7;9.4;0;0;5;;;;;0
CHZ;01.01.2025 17:50;0.4;;;-2.5;99.3;0.3;6.2;971.5;1024.1;1026.4;;;4;2.3;2.4;110;;8.6;3.7;14.4;13.3;0;0;5;;;;;0
CHZ;01.01.2025 18:00;0.7;;;-0.8;99.3;0.6;6.4;971.5;1024.1;1026.3;;;2.8;1.3;1.4;139;;5;2.5;10.1;9;0;0;5;;;;;0
CHZ;01.01.2025 18:10;0.7;;;0.7;99.3;0.6;6.4;971.5;1024.1;1026.3;;;2.3;1.3;1.3;130;;4.7;2.2;8.3;7.9;0;0;5;;;;;0
CHZ;01.01.2025 18:20;0.3;;;0.3;99.3;0.2;6.2;971.5;1024.1;1026.4;;;2;1;1.1;98;;4;1.8;7.2;6.5;0;0;5;;;;;0
CHZ;01.01.2025 18:30;0.3;;;0.3;99.3;0.2;6.2;971.4;1024;1026.3;;;2.6;1.2;1.3;106;;4.7;2.6;9.4;9.4;0;0;5;;;;;0
CHZ;01.01.2025 18:40;0.4;;;-1.2;99.3;0.3;6.2;971.3;1023.9;1026.2;;;3.1;1.3;1.4;112;;5;3;11.2;10.8;0;0;5;;;;;0
CHZ;01.01.2025 18:50;0.3;;;0.3;99.3;0.2;6.2;971.2;1023.8;1026.1;;;2.5;1.2;1.3;85;;4.7;2.4;9;8.6;0;0;5;;;;;0
CHZ;01.01.2025 19:00;-0.2;;;-2.9;99.3;-0.3;6;971.2;1023.8;1026.2;;;3.3;2.2;2.2;93;;7.9;3.1;11.9;11.2;0;0;5;;;;;0
CHZ;01.01.2025 19:10;-0.1;;;-2.6;99.3;-0.2;6;971.2;1023.8;1026.2;;;3.3;2;2;95;;7.2;3.1;11.9;11.2;0;0;5;;;;;0
CHZ;01.01.2025 19:20;0.1;;;0.1;99.3;0;6.1;971;1023.6;1025.9;;;1.8;1;1;80;;3.6;1.6;6.5;5.8;0;0;5;;;;;0
CHZ;01.01.2025 19:30;0;;;-1.8;99.3;-0.1;6.1;971;1023.6;1025.9;;;2.5;1.4;1.5;87;;5.4;2;9;7.2;0;0;5;;;;;0
CHZ;01.01.2025 19:40;-0.1;;;-2.5;99.3;-0.2;6;970.9;1023.5;1025.8;;;2.6;1.9;1.9;119;;6.8;2.5;9.4;9;0;0;5;;;;;0
CHZ;01.01.2025 19:50;0;;;-1.9;99.3;-0.1;6.1;970.8;1023.4;1025.7;;;2.4;1.6;1.6;116;;5.8;2.2;8.6;7.9;0;0;5;;;;;0
CHZ;01.01.2025 20:00;-0.4;;;-2.7;99.3;-0.5;5.9;970.8;1023.4;1025.8;;;2.7;1.8;1.8;97;;6.5;2.5;9.7;9;0;0;5;;;;;0
CHZ;01.01.2025 20:10;-0.5;;;-2.8;99.3;-0.6;5.8;970.6;1023.2;1025.6;;;2.7;1.8;1.8;92;;6.5;2.5;9.7;9;0;0;5;;;;;0
CHZ;01.01.2025 20:20;-0.7;;;-0.7;99.3;-0.8;5.8;970.6;1023.2;1025.6;;;2.2;1.2;1.2;71;;4.3;2;7.9;7.2;0;0;5;;;;;0
CHZ;01.01.2025 20:30;-0.6;;;-0.6;99.3;-0.7;5.8;970.4;1022.9;1025.4;;;2.1;1.2;1.2;82;;4.3;1.9;7.6;6.8;0;0;5;;;;;0
CHZ;01.01.2025 20:40;-0.8;;;-0.8;99.3;-0.9;5.7;970.3;1022.8;1025.4;;;2.5;1.3;1.3;87;;4.7;2.3;9;8.3;0;0;5;;;;;0
CHZ;01.01.2025 20:50;-0.7;;;-3;99.3;-0.8;5.8;970.3;1022.8;1025.3;;;2.9;1.8;1.8;87;;6.5;2.7;10.4;9.7;0;0;5;;;;;0
CHZ;01.01.2025 21:00;-0.6;;;-2.6;99.3;-0.7;5.8;970.1;1022.6;1025.1;;;2.6;1.5;1.6;105;;5.8;2.4;9.4;8.6;0;0;5;;;;;0
CHZ;01.01.2025 21:10;-0.5;;;-2.5;99.3;-0.6;5.8;970.1;1022.6;1025.1;;;2.3;1.6;1.6;96;;5.8;2;8.3;7.2;0;0;5;;;;;0
CHZ;01.01.2025 21:20;-0.2;;;-0.2;99.3;-0.3;6;970;1022.5;1024.9;;;2.2;1.3;1.3;89;;4.7;2;7.9;7.2;0;0;5;;;;;0
CHZ;01.01.2025 21:30;-0.3;;;-2.4;99.3;-0.4;5.9;969.9;1022.4;1024.8;;;2.9;1.7;1.7;93;;6.1;2.6;10.4;9.4;0;0;5;;;;;0
CHZ;01.01.2025 21:40;-0.4;;;-2.4;99.3;-0.5;5.9;969.9;1022.4;1024.8;;;3.1;1.6;1.6;99;;5.8;2.8;11.2;10.1;0;0;5;;;;;0
CHZ;01.01.2025 21:50;-0.4;;;-0.4;99.3;-0.5;5.9;969.9;1022.4;1024.8;;;1.8;1.1;1.2;97;;4.3;1.7;6.5;6.1;0;0;5;;;;;0
CHZ;01.01.2025 22:00;-0.4;;;-0.4;99.3;-0.5;5.9;969.9;1022.4;1024.8;;;1.5;0.9;0.9;94;;3.2;1.4;5.4;5;0;0;5;;;;;0
CHZ;01.01.2025 22:10;-0.4;;;-0.4;99.3;-0.5;5.9;969.9;1022.4;1024.8;;;2.9;1.2;1.3;101;;4.7;2.5;10.4;9;0;0;5;;;;;0
CHZ;01.01.2025 22:20;-0.6;;;-2.6;99.3;-0.7;5.8;969.9;1022.4;1024.9;;;2.9;1.5;1.6;79;;5.8;2.6;10.4;9.4;0;0;5;;;;;0
CHZ;01.01.2025 22:30;-0.9;;;-3.1;99.3;-1;5.7;969.8;1022.3;1024.8;;;2.6;1.7;1.7;83;;6.1;2.4;9.4;8.6;0;0;5;;;;;0
CHZ;01.01.2025 22:40;-0.8;;;-3.1;99.3;-0.9;5.7;969.7;1022.2;1024.7;;;2.5;1.7;1.8;69;;6.5;2.2;9;7.9;0;0;5;;;;;0
CHZ;01.01.2025 22:50;-0.7;;;-3.3;99.3;-0.8;5.8;969.7;1022.2;1024.7;;;3.2;2;2;81;;7.2;3.1;11.5;11.2;0;0;5;;;;;0
CHZ;01.01.2025 23:00;-0.6;;;-3.4;99.3;-0.7;5.8;969.6;1022.1;1024.6;;;3;2.2;2.2;102;;7.9;2.9;10.8;10.4;0;0;5;;;;;0
CHZ;01.01.2025 23:10;-0.8;;;-3.8;99.3;-0.9;5.7;969.6;1022.1;1024.6;;;3.5;2.3;2.3;103;;8.3;3.4;12.6;12.2;0;0;5;;;;;0
CHZ;01.01.2025 23:20;-1.2;;;-4.2;99.3;-1.3;5.6;969.5;1022;1024.6;;;3.3;2.3;2.3;87;;8.3;3;11.9;10.8;0;0;5;;;;;0
CHZ;01.01.2025 23:30;-1.2;;;-3.5;99.3;-1.3;5.6;969.3;1021.8;1024.4;;;2.6;1.6;1.7;92;;6.1;2.4;9.4;8.6;0;0;5;;;;;0
